name,rating,courses,fees_range,package,city
Tilak Institute of Medical Sciences,NULL,1 Course,– / –,– / –,Jaipur
Nayagarh College,4.1,20,– / –,3.9,Orissa - Other
"Government College, Thalassery",NULL,3,– / –,– / –,Kannur
S.P.B. Physiotherapy College,3.4,2,4400000 - 600000,4,Surat
Shree Gurudatta Shikshan Sanstha's Pharmacy College,NULL,4,12000 - 1500000,– / –,Nashik
Guru Nanak College of Nursing,4.2,3,– / –,4,Nawanshahar
"School of Medical Education, Thalappady - Mahatma Gandhi University, Kottayam",NULL,1 Course,25,– / –,Kottayam
College of Commerce and Economics,NULL,5,– / –,– / –,Mumbai
Malla Reddy Pharmacy College,NULL,2,– / –,– / –,Hyderabad
ITM Financial Markets Institute,NULL,1 Course,– / –,– / –,Navi Mumbai
CIMS - Carreograph Institute Of Management Studies,2,5,12000 - 1400000,1,Kolkata
Gurukul Institute of Engineering and Technology,3.5,10,66000 - 2600000,2.8,Kota
Chanakya Law College (CLC Uttarakhand),3,5,56000 - 1700000,1,Rudrapur
"Holy Cross College, Agartala",4.5,1 Course,– / –,3,Agartala
Swaminarayan College Of Engineering and Technology,2.4,14,1600000 - 2100000,1,Gandhinagar
Jawaharlal Nehru College,3,17,31000 - 86000,1.7,Arunachal Pradesh - Other
Shri Gnanambica Degree College,3.9,8,36000 - 54000,3.9,Chittoor
"Government Arts College, Paramakudi",NULL,27,62,– / –,Tamil Nadu - Other
Tecnia Institute of Teacher Education,NULL,2,– / –,– / –,Delhi
M.G.R. Institute of Hotel Management and Catering Technology,NULL,7,50000 - 2500000,– / –,Chennai
Technique Polytechnic Institute,4.3,7,18000 - 54000,4,Hooghly
Vision Institute Of Applied Studies,NULL,6,24000,– / –,Faridabad
Dr. Virendra Swarup Institute Of Professional Studies,NULL,1 Course,– / –,– / –,Kanpur
Dr. Z.H.Teachers Training College,NULL,2,– / –,– / –,Darbhanga
ATMA College,NULL,1 Course,12,– / –,Bangalore
"Sree Narayana College, Varkala",3.6,17,– / –,1.98 - 4.32 LPA,Kerala - Other
Puran Murti Campus,NULL,22,617,– / –,Sonepat
M.I.E.M.R. Medical College and Research,NULL,1 Course,327,– / –,Latur
Madan Maharaj College,NULL,6,40000 - 70000,– / –,Bhopal
Arya Mahila P.G. College,3.6,7,– / –,2.5,Shahjahanpur
Svayambhu Institute of Nursing,NULL,2,1900000 - 3400000,– / –,Ahmedabad
M.K.P. Post Graduate College,NULL,10,– / –,– / –,Dehradun
J.M.B. Institute of Life Sciences and Higher Education,5,14,– / –,5,Pilibhit
Chamarejendra Government College of Visual Arts,NULL,9,– / –,– / –,Mysore
"Government Women'S College, Puri",4,20,– / –,4,Puri
Thakur Shyamnarayan College of Eduction and Research,NULL,11,22,– / –,Mumbai
Thiravium College of Nursing,NULL,1 Course,– / –,– / –,Theni
Lakshmibai National College of Physical Education,4.4,3,– / –,4,Thiruvananthapuram
VSM College,4.1,26,45000 - 1100000,3.9,Andhra Pradesh - Other
K11 Academy of Fitness Sciences,NULL,3,60000 - 832000,– / –,Mumbai
Growth Institute of Management & Technology,NULL,1 Course,– / –,– / –,Pune
Anovus Institute of Clinical Research,NULL,12,100000 - 1600000,– / –,Chandigarh
Synod College,4.6,15,– / –,4,Shillong
"Institute of Hotel Management Catering Technology & Applied Nutrition, Yamuna Nagar",4.6,7,319000 - 2500000,4.8,Yamuna Nagar
Parisutham Institute of Technology and Science,3.9,9,50000 - 200000,4,Thanjavur
"Maulana Azad National Urdu University Polytechnic College, Darbhanga",NULL,3,96,– / –,Darbhanga
Kaliabor College,3.8,23,18000 - 84000,0.65 - 0.81 LPA,Nagaon
Smt. Kesharbai Lahoti Mahavidyalaya,NULL,10,– / –,– / –,Amravati
Global Institute of Pharmaceutical Education and Research,4.2,4,90000 - 3300000,1,Kashipur
Smt. S.M. Shah Pharmacy College,4,3,1900000 - 2600000,3.9,Kheda
Kandi Raj College,4.3,15,– / –,4.3,Murshidabad
Jyoti Hospital,NULL,4,– / –,– / –,Allahabad
South Campus Delhi University,NULL,1 Course,– / –,– / –,Delhi
Indian Institute of Freight Forwarders,NULL,2,30000 - 35000,– / –,Mumbai
CT Institute of Architecture and Planning,NULL,1 Course,300000,4 LPA,Jalandhar
Maharana Pratap Government College,3.3,7,– / –,3.3,Amb
Sengunthar College of Pharmacy,4,2,– / –,4.5,Namakkal
BIMR Nursing College,4.2,8,100000 - 2800000,4,Gwalior
Sanjay Gandhi Memorial Hospital,NULL,3,23,– / –,Delhi
CLG Degree College,NULL,2,– / –,– / –,Pali
Shree Ram Ayurvedic Medical College and Hospital,NULL,1 Course,– / –,– / –,Meerut
Mahatma Phule Institute of Management and Computer Studies,3.2,1 Course,19,3,Pune
Chimes Aviation Academy (CAA),NULL,1 Course,– / –,– / –,Sagar
The Oxford College of Law,2,3,– / –,1,Bangalore
Sinhgad Institutes - Sinhgad Management Institutes,2.8,1 Course,27,3,Mumbai
"Sanskar College of Architecture and Planning, Sanskar Education Group",2.8,1 Course,53,3 LPA,Ghaziabad
"John Cox Memorial CSI Institute of Technology, Thiruvananthapuram",3.2,7,200000,4,Thiruvananthapuram
Shadan Women's College of Engineering and Technology,3.3,12,70000 - 2200000,2.8,Hyderabad
Himachal Institute of Pharmaceutical Education & Research,3.8,2,200000,4,Nadaun
Bengal Music College,NULL,5,– / –,– / –,Kolkata
Rahman Institute of Pharmaceutical Sciences and Research,NULL,2,4100000 - 5100000,– / –,Assam - Other
Vidya Siri College Of Pharmacy,NULL,2,– / –,– / –,Karnataka - Other
Shri Rawatpura Sarkar Institute of Nursing,NULL,2,– / –,– / –,Raipur
Vikash Nursing College,NULL,2,– / –,– / –,Bargarh
"School of Nursing (ANM), Mayor Radhakrishnan Institute of Paramedical Sciences",NULL,2,– / –,– / –,Cuddalore
"School of Engineering and Technology, MVN University",3.5,12,1200000 - 4500000,2.75 - 3.46 LPA,Palwal
Bhaskar Pharmacy College,3,5,200000 - 4300000,3,Ranga Reddy
Amrutvahini Institute of Management and Business Administration,4.6,1 Course,200000,4,Ahmednagar
Ambika College of Nursing,NULL,7,– / –,– / –,Mohali
Regional Centre for Cancer Research and Treatment,NULL,4,2900000 - 900000,– / –,Chennai
Bharat School of Pharmacy,3.4,5,200000 - 4800000,2.1,Hyderabad
National Institute of Nursing,4,5,– / –,4,Sangrur
Little Flower Institute of Social Sciences and Health,NULL,4,517000 - 1100000,– / –,Kozhikode
"College of Agriculture, Osmanabad - Vasantrao Naik Marathwada Krishi Vidyapeeth",NULL,2,– / –,– / –,Maharashtra - Other
R.L.S.Y. College,4,20,– / –,3.3,Bettiah
H.L.M. College,2.2,10,– / –,1.2,Ghaziabad
"Government College of Education, Ratnagiri",NULL,6,278,– / –,Ratnagiri
Shridevi Institute of Pharmaceutical Sciences,NULL,2,11,– / –,Tumkur
Aakash Institute of Business Management,NULL,8,200000 - 2900000,– / –,Bangalore
Panacea Institute of Fashion Technology,NULL,12,– / –,– / –,Mumbai
JRD Global Education,NULL,10,151000 - 38000,– / –,Mumbai
Global Nature Care Group Sangathan Institution,3.5,11,11,3.6 - 4.65 LPA,Jabalpur
Shri Uttar Gujarat B. B. A. College,3.5,1 Course,– / –,2.8,Surat
"KMCT Polytechnic College,Kuttippuram",3.6,3,675,1,Malappuram
Shree Pashmi Institute of Management and Science,NULL,319,– / –,– / –,Coimbatore
"Aarupadai Veedu Institute of Law, Vinayaka Mission's Research Foundation",NULL,4,4500000 - 7500000,– / –,Chennai
K.E.S. Chandrakant Hari Keluskar Homoeopathic Medical College,NULL,1 Course,35,– / –,Raigad
Akshay Academy College,NULL,13,20000 - 1800000,– / –,Indore
SCPM College of Nursing and Paramedical Sciences,NULL,8,33,– / –,Gonda
"Ch.Bansi Lal Government College, Loharu",3.4,5,– / –,3,Loharu
Satyadev Degree College,4,3,– / –,2,Ghazipur
"George College, Asansol - MAKAUT Off Campus, George Group of Colleges",NULL,6,– / –,– / –,Asansol
MSS Law College,NULL,3,40000 - 60000,– / –,Hyderabad
"Government Nursing College, Srikot",NULL,1 Course,– / –,– / –,Uttarakhand - Other
BGS School of Architecture and Planning,2.8,1 Course,42,3,Bangalore
Tritya Air Hostess Academy,NULL,5,– / –,– / –,Delhi
Radha Krishna College of Pharmacy,NULL,2,25,– / –,Allahabad
Sridevi Arts and Science College,3.8,10,203000 - 308000,3.8,Chennai
Odisha Medical College of Homoeopathy and Research,NULL,1 Course,45000,– / –,Sambalpur
Sagar Institute of Pharmaceutical Sciences,NULL,9,57000 - 1600000,– / –,Sagar
Gitarattan Institute of Advanced Studies and Training,1.9,2,– / –,2,Delhi
Lalbaba College,3.7,17,– / –,3.4,Howrah
Sbvr Agriculture College,NULL,1 Course,– / –,– / –,Andhra Pradesh - Other
Periyar University - Online,NULL,7,41000 - 71000,– / –,Salem
Mar Athanasius College,3.7,32,– / –,1.8 LPA,Kerala - Other
"Amrita School of Physical Sciences, Amrita Vishwa Vidyapeetham, Coimbatore",NULL,12,50000 - 1000000,4.5 - 10.2 LPA,Coimbatore
PKG Group of Institutions,2.3,19,97000 - 2100000,1.8,Panipat
Ganjam Law College,NULL,2,28000 - 1300000,– / –,Ganjam
Shree P. M. Patel Institute of Business Administration,4,3,36000 - 90000,3.5,Anand
Regional Institute of Ophthalmology,NULL,2,– / –,– / –,Sitapur
MOSC Institute of Allied Health Sciences,NULL,1 Course,19,– / –,Ernakulum
Madhupur Polytechnic College,4,5,– / –,3.6,Jharkhand - Other
"Sree Narayana Guru College of Advanced Studies, Nattika",NULL,4,54000 - 1100000,– / –,Thrissur
Steel City College of Education,NULL,2,– / –,– / –,Durgapur
Nityananda College of Pharmacy,NULL,2,– / –,– / –,Balasore
Kamala Nehru Women's College,NULL,20,– / –,– / –,Bhubaneswar
"Centre for Healthcare, Allied Medical and Paramedical Sciences DSEU -Okhla II campus",NULL,3,893,– / –,Delhi
"School of Nursing, Satribari Christian Hospital",NULL,1 Course,– / –,– / –,Guwahati
Pixelloid Studios,5,4,– / –,5,Bangalore
"Maria College of Engineering and Technology (MCET, Kanyakumari)",2.5,16,35000 - 200000,2.3,Kanyakumari
"MIET Kumaon, Haldwani",4.2,3,15,4,Haldwani
Institute of Management Sciences,NULL,4,13,– / –,Jammu
SJPES’s Homoeopathic Medical College,NULL,1 Course,36,– / –,Kolhapur
"College of Agriculture, Sehore - Rajmata Vijayaraje Scindia Krishi Vishwavidyalaya",2.6,14,– / –,1.6,Madhya Pradesh - Other
Dergaon Kamal Dowerah College,4.7,19,– / –,4.5,Assam - Other
Ayyankali Memorial Arts And Science College,NULL,7,– / –,– / –,Kollam
"Central India School of Fine Arts, Nagpur",2.4,2,– / –,3,Nagpur
Shri V D Deshmukh College of Mca,NULL,3,– / –,– / –,Latur
Marian College of Arts and Science,3,8,54000 - 75000,3,Thiruvananthapuram
"Pimpri Chinchwad College of Arts, Commerce and Science (PCACS)",NULL,21,– / –,– / –,Pune
Cherran's College of Physiotherapy,NULL,1 Course,11,– / –,Coimbatore
Malineni Perumallu Educational Society's Group of Institutions,3.2,16,54000 - 1600000,2.9,Guntur
Marian Academy of Management Studies,NULL,3,1800000 - 2900000,– / –,Ernakulum
"Shanti Niketaninstitute of Technology, Ratlam",NULL,1 Course,13,– / –,Ratlam
G G School of Nursing and Paramedical,NULL,3,– / –,– / –,Agra
Saraswati Degree Vidya Mandir,NULL,7,– / –,– / –,Berhampur
Madhav College of Nursing,NULL,2,– / –,– / –,Kota
AKSA International Air Hostess Training Institute,NULL,4,– / –,– / –,Indore
"Amrita School of Business, Amrita Vishwa Vidyapeetham - Bengaluru Campus",3.7,3,7500000 - 10600000,5.21 - 6.17 LPA,Bangalore
School of Media Design,NULL,15,15000 - 2500000,– / –,Pune
"National Academy of Media and Events , Mumbai",NULL,5,55000 - 1200000,– / –,Mumbai
N.S. Polytechnic College,3.9,4,54000,3.5,Bardhaman
Bhagwant Global University,4.4,21,778000 - 3400000,4.5,Uttarakhand - Other
Durgamata Institute of Pharmacy,NULL,2,12000 - 2500000,– / –,Parbhani
Mother Theresa Institute of Pharmaceutical Education & Research,NULL,1 Course,14,– / –,Kurnool
Bhartiya Education Society Institute Of Pharmacy,NULL,2,12000,– / –,Raigad
C. U. Shah College of Pharmacy and Research,NULL,3,2700000 - 4100000,– / –,Surendranagar
Dr. G. Sakunthala College of Nursing,NULL,5,– / –,– / –,Trichy
"School of Nursing, St. Barnabas Hospital, Ranchi",NULL,2,– / –,– / –,Ranchi
Sri Chundi Ranganayakulu Engineering College (SCREC),3.9,15,54000 - 1400000,3.3,Guntur
IHRM - Institute of Hotel and Restaurant Management,3.7,4,1400000 - 2900000,3.4,Kolkata
"Institute of Human Behavior and Allied Sciences, University of Delhi",NULL,2,768,13.6 LPA,Delhi
Kiki Centre for Technology,NULL,10,20000 - 60000,– / –,Gurgaon
Priyadarshini P.G. College ( MCA ),NULL,1 Course,54000,– / –,Hyderabad
Sri Indu Institute of Pharmacy,3.4,12,200000 - 5400000,2.8,Hyderabad
White Memorial Homoeo Medical College,NULL,5,5300000 - 900000,– / –,Kanyakumari
Yashwant Redekar College of Pharmacy,NULL,2,12000,– / –,Kolhapur
St. John's College,NULL,17,– / –,– / –,Kollam
Uit Mulamkadakam Kollam,NULL,7,64000 - 78000,– / –,Kollam
Derozio Pharma Institute,NULL,2,– / –,– / –,West Bengal - Other
Jaipur College of Nursing and Hospital,3.4,8,28,3,Jaipur
"Mangalayatan University - WILP, Bengaluru",NULL,10,1300000 - 300000,– / –,Bangalore
"Suresh Gyan Vihar University Distance Education - Talentedge, Jaipur",3.8,21,28000 - 80000,2.5 - 3.85 LPA,Jaipur
Jankidevi Bajaj Institute of Management Studies (JDBIMS Pune),NULL,4,– / –,– / –,Pune
Prince Dr. K. Vasudevan College of Engineering and Technology,3.6,13,50000 - 200000,3.8,Chennai
"College of Post-Graduate Studies, Central Agricultural University",NULL,6,72,– / –,Meghalaya - Other
Sri Krishnadevaraya Engineering College,3.4,6,54000 - 1700000,3,Anantapur
VIMS Aviation,NULL,3,– / –,– / –,Kochi
Ganpatrao Adke Institute of Nursing,NULL,1 Course,15,– / –,Nashik
"College of Agriculture, Ganjbasoda - Jawaharlal Nehru Krishi Vishwavidyalaya",NULL,1 Course,– / –,– / –,Madhya Pradesh - Other
"Bharatratna Dr.Babasaheb Ambedkar Law College,Bhiwandi",NULL,3,559,– / –,Maharashtra - Other
D.N.S. College,NULL,3,– / –,– / –,Banka
"Punjabi University Regional Centre for Information Technology and Management (PURC, Mohali)",4.4,10,20000 - 200000,4,Mohali
Jagans College Of Pharmacy,2.8,8,100000 - 2100000,2,Andhra Pradesh - Other
Delhi Global Institute of Technology,4,12,561000 - 2100000,4,Jhajjar
Boston Institute of Analytics,NULL,2,– / –,– / –,Mumbai
"Sree Siddaganga College of Arts, Science and Commerce For Women",NULL,14,– / –,– / –,Tumkur
"C.E.T. College of Management, Science and Technology",3.2,28,75000,3,Ernakulum
Ayujyoti Ayurvedic College and Hospital,4.3,1 Course,84,4.7,Sirsa
Lakshmi Narain College of Pharmacy,3.2,5,85000 - 4200000,2.5 - 2.95 LPA,Bhopal
Upasana College of Nursing,NULL,8,200000,– / –,Kollam
Juris Law College,NULL,2,– / –,– / –,Lucknow
Acharyas Bangalore Business School,4,22,– / –,4.85 LPA,Bangalore
Saha Institute of Nuclear Physics - West Bangal,NULL,1 Course,– / –,– / –,Kolkata
"Zee Institute of Creative Art, Andheri West",4,13,– / –,4,Mumbai
Acharya College Of Engineering,5,11,70000 - 1400000,5,Kadapa
Sree Sai Dental College and Research institute,4.1,5,8900000 - 1000000,3.3,Srikakulam
Sangola College,4.2,9,– / –,2 LPA,Solapur
Trinity B.Ed College,NULL,1 Course,– / –,– / –,Siliguri
"Government Naveen College, Raipur",NULL,3,– / –,– / –,Raipur
Shree Krishna College of Pharmacy,NULL,2,90000 - 2500000,– / –,Sitapur
Arihant College of Nursing,3.4,2,1600000 - 2900000,3,Kota
Venkata Padmavathi College of Physiotherapy,NULL,2,– / –,– / –,Tirupati
"National Institute of Fashion Technology, Daman",NULL,2,– / –,– / –,Daman & Diu
"Surya Group of Institutions, Chennai",3.7,24,35000 - 2500000,3.2,Chennai
"Government Engineering College, Jhalawar (GECJ)",2.6,10,571000 - 200000,2 - 2.4 LPA,Jhalawar
AVR & SVR  College of Engineering and Technology (AVRSVRCET),3.6,8,54000 - 1400000,3.1,Kurnool
GEMS Arts and Science College,3.5,15,54000 - 1700000,3.3,Malappuram
SMRK BK AK Mahila Mahavidyalaya,NULL,16,– / –,– / –,Nashik
M.E.S. College For Advanced Studies,NULL,9,– / –,– / –,Ernakulum
SC Guria Institute of Management and Technology,3.8,6,90000 - 1800000,3.7,Kashipur
"Royal College of Pharmaceutical, Education and Research",NULL,3,36,– / –,Nashik
Sitaram Deora Institute of Management Studies,2.8,2,– / –,3,Mumbai
S J Law College,NULL,1 Course,– / –,– / –,Kanpur
Unique Education Institute,NULL,11,255000 - 300000,– / –,Delhi
"IIMT Studies- International Institute of Management and Technical Studies, Bhopal",NULL,77,707000 - 907000,– / –,Bhopal
Baba Farid Law College,2.7,3,– / –,1.6,Faridkot
St. Johns College of Pharmaceutical Sciences,3.2,4,1400000 - 2100000,3,Kurnool
Shaheed Bhagat Singh Polytechnic and Pharmacy College,NULL,4,57000 - 2400000,– / –,Amritsar
Unity Teachers Training Institute,NULL,2,– / –,– / –,Kannur
S.K.Roy Memorial Insitute Of Education,NULL,1 Course,– / –,– / –,Assam - Other
Mar Gregorios College,3.5,15,– / –,1.06 LPA,Chennai
Navjeevan Education Society'S Polytechnic,3.9,5,18000,3.5,Mumbai
"Saroj Institute of Films and Fashion, Mumbai",NULL,38,30000 - 4500000,– / –,Mumbai
Bharat Ratna Late Shri Atal Bihari Vajpayee Memorial Medical College,NULL,5,60000,– / –,Rajnandgaon
Shri N.M. Patel Homoeopathic Medical College,NULL,1 Course,– / –,– / –,Gujarat - Other
"Mangalayatan University - WILP, Bhopal",NULL,10,1300000 - 300000,– / –,Bhopal
Naipunnya School of Management,4.5,14,54000 - 1100000,4.3,Alleppey
Prerna Institute of Pharmacy,NULL,2,12000,– / –,Parbhani
Supriyadidi Sule College of Nursing,NULL,1 Course,12,– / –,Ahmednagar
Govindram Seksaria Science College,4.2,7,– / –,2.8,Belgaum
